code,prefecture_code,name,name_kana,name_romaji
14101,14,横浜市鶴見区,ヨコハマシツルミク,YOKOHAMA SHI TSURUMI KU
14102,14,横浜市神奈川区,ヨコハマシカナガワク,YOKOHAMA SHI KANAGAWA KU
14103,14,横浜市西区,ヨコハマシニシク,YOKOHAMA SHI NISHI KU
14104,14,横浜市中区,ヨコハマシナカク,YOKOHAMA SHI NAKA KU
14105,14,横浜市南区,ヨコハマシミナミク,YOKOHAMA SHI MINAMI KU
14106,14,横浜市保土ケ谷区,ヨコハマシホドガヤク,YOKOHAMA SHI HODOGAYA KU
14107,14,横浜市磯子区,ヨコハマシイソゴク,YOKOHAMA SHI ISOGO KU
14108,14,横浜市金沢区,ヨコハマシカナザワク,YOKOHAMA SHI KANAZAWA KU
14109,14,横浜市港北区,ヨコハマシコウホクク,YOKOHAMA SHI KOHOKU KU
14110,14,横浜市戸塚区,ヨコハマシトツカク,YOKOHAMA SHI TOTSUKA KU
14111,14,横浜市港南区,ヨコハマシコウナンク,YOKOHAMA SHI KONAN KU
14112,14,横浜市旭区,ヨコハマシアサヒク,YOKOHAMA SHI ASAHI KU
14113,14,横浜市緑区,ヨコハマシミドリク,YOKOHAMA SHI MIDORI KU
14114,14,横浜市瀬谷区,ヨコハマシセヤク,YOKOHAMA SHI SEYA KU
14115,14,横浜市栄区,ヨコハマシサカエク,YOKOHAMA SHI SAKAE KU
14116,14,横浜市泉区,ヨコハマシイズミク,YOKOHAMA SHI IZUMI KU
14117,14,横浜市青葉区,ヨコハマシアオバク,YOKOHAMA SHI AOBA KU
14118,14,横浜市都筑区,ヨコハマシツヅキク,YOKOHAMA SHI TSUZUKI KU
14131,14,川崎市川崎区,カワサキシカワサキク,KAWASAKI SHI KAWASAKI KU
14132,14,川崎市幸区,カワサキシサイワイク,KAWASAKI SHI SAIWAI KU
14133,14,川崎市中原区,カワサキシナカハラク,KAWASAKI SHI NAKAHARA KU
14134,14,川崎市高津区,カワサキシタカツク,KAWASAKI SHI TAKATSU KU
14135,14,川崎市多摩区,カワサキシタマク,KAWASAKI SHI TAMA KU
14136,14,川崎市宮前区,カワサキシミヤマエク,KAWASAKI SHI MIYAMAE KU
14137,14,川崎市麻生区,カワサキシアサオク,KAWASAKI SHI ASAO KU
14151,14,相模原市緑区,サガミハラシミドリク,SAGAMIHARA SHI MIDORI KU
14152,14,相模原市中央区,サガミハラシチュウオウク,SAGAMIHARA SHI CHUO KU
14153,14,相模原市南区,サガミハラシミナミク,SAGAMIHARA SHI MINAMI KU
14201,14,横須賀市,ヨコスカシ,YOKOSUKA SHI
14203,14,平塚市,ヒラツカシ,HIRATSUKA SHI
14204,14,鎌倉市,カマクラシ,KAMAKURA SHI
14205,14,藤沢市,フジサワシ,FUJISAWA SHI
14206,14,小田原市,オダワラシ,ODAWARA SHI
14207,14,茅ヶ崎市,チガサキシ,CHIGASAKI SHI
14208,14,逗子市,ズシシ,ZUSHI SHI
14210,14,三浦市,ミウラシ,MIURA SHI
14211,14,秦野市,ハダノシ,HADANO SHI
14212,14,厚木市,アツギシ,ATSUGI SHI
14213,14,大和市,ヤマトシ,YAMATO SHI
14214,14,伊勢原市,イセハラシ,ISEHARA SHI
14215,14,海老名市,エビナシ,EBINA SHI
14216,14,座間市,ザマシ,ZAMA SHI
14217,14,南足柄市,ミナミアシガラシ,MINAMIASHIGARA SHI
14218,14,綾瀬市,アヤセシ,AYASE SHI
14301,14,三浦郡葉山町,ミウラグンハヤママチ,MIURA GUN HAYAMA MACHI
14321,14,高座郡寒川町,コウザグンサムカワマチ,KOZA GUN SAMUKAWA MACHI
14341,14,中郡大磯町,ナカグンオオイソマチ,NAKA GUN OISO MACHI
14342,14,中郡二宮町,ナカグンニノミヤマチ,NAKA GUN NINOMIYA MACHI
14361,14,足柄上郡中井町,アシガラカミグンナカイマチ,ASHIGARAKAMI GUN NAKAI MACHI
14362,14,足柄上郡大井町,アシガラカミグンオオイマチ,ASHIGARAKAMI GUN OI MACHI
14363,14,足柄上郡松田町,アシガラカミグンマツダマチ,ASHIGARAKAMI GUN MATSUDA MACHI
14364,14,足柄上郡山北町,アシガラカミグンヤマキタマチ,ASHIGARAKAMI GUN YAMAKITA MACHI
14366,14,足柄上郡開成町,アシガラカミグンカイセイマチ,ASHIGARAKAMI GUN KAISEI MACHI
14382,14,足柄下郡箱根町,アシガラシモグンハコネマチ,ASHIGARASHIMO GUN HAKONE MACHI
14383,14,足柄下郡真鶴町,アシガラシモグンマナヅルマチ,ASHIGARASHIMO GUN MANAZURU MACHI
14384,14,足柄下郡湯河原町,アシガラシモグンユガワラマチ,ASHIGARASHIMO GUN YUGAWARA MACHI
14401,14,愛甲郡愛川町,アイコウグンアイカワマチ,AIKO GUN AIKAWA MACHI
14402,14,愛甲郡清川村,アイコウグンキヨカワムラ,AIKO GUN KIYOKAWA MURA
