code,prefecture_code,name,name_kana,name_romaji
28101,28,神戸市東灘区,コウベシヒガシナダク,KOBE SHI HIGASHINADA KU
28102,28,神戸市灘区,コウベシナダク,KOBE SHI NADA KU
28105,28,神戸市兵庫区,コウベシヒョウゴク,KOBE SHI HYOGO KU
28106,28,神戸市長田区,コウベシナガタク,KOBE SHI NAGATA KU
28107,28,神戸市須磨区,コウベシスマク,KOBE SHI SUMA KU
28108,28,神戸市垂水区,コウベシタルミク,KOBE SHI TARUMI KU
28109,28,神戸市北区,コウベシキタク,KOBE SHI KITA KU
28110,28,神戸市中央区,コウベシチュウオウク,KOBE SHI CHUO KU
28111,28,神戸市西区,コウベシニシク,KOBE SHI NISHI KU
28201,28,姫路市,ヒメジシ,HIMEJI SHI
28202,28,尼崎市,アマガサキシ,AMAGASAKI SHI
28203,28,明石市,アカシシ,AKASHI SHI
28204,28,西宮市,ニシノミヤシ,NISHINOMIYA SHI
28205,28,洲本市,スモトシ,SUMOTO SHI
28206,28,芦屋市,アシヤシ,ASHIYA SHI
28207,28,伊丹市,イタミシ,ITAMI SHI
28208,28,相生市,アイオイシ,AIOI SHI
28209,28,豊岡市,トヨオカシ,TOYOKA SHI
28210,28,加古川市,カコガワシ,KAKOGAWA SHI
28212,28,赤穂市,アコウシ,AKO SHI
28213,28,西脇市,ニシワキシ,NISHIWAKI SHI
28214,28,宝塚市,タカラヅカシ,TAKARAZUKA SHI
28215,28,三木市,ミキシ,MIKI SHI
28216,28,高砂市,タカサゴシ,TAKASAGO SHI
28217,28,川西市,カワニシシ,KAWANISHI SHI
28218,28,小野市,オノシ,ONO SHI
28219,28,三田市,サンダシ,SANDA SHI
28220,28,加西市,カサイシ,KASAI SHI
28221,28,丹波篠山市,タンバササヤマシ,TAMBASASAYAMA SHI
28222,28,養父市,ヤブシ,YABU SHI
28223,28,丹波市,タンバシ,TAMBA SHI
28224,28,南あわじ市,ミナミアワジシ,MINAMIAWAJI SHI
28225,28,朝来市,アサゴシ,ASAGO SHI
28226,28,淡路市,アワジシ,AWAJI SHI
28227,28,宍粟市,シソウシ,SHISO SHI
28228,28,加東市,カトウシ,KATO SHI
28229,28,たつの市,タツノシ,TATSUNO SHI
28301,28,川辺郡猪名川町,カワベグンイナガワチョウ,KAWABE GUN INAGAWA CHO
28365,28,多可郡多可町,タカグンタカチョウ,TAKA GUN TAKA CHO
28381,28,加古郡稲美町,カコグンイナミチョウ,KAKO GUN INAMI CHO
28382,28,加古郡播磨町,カコグンハリマチョウ,KAKO GUN HARIMA CHO
28442,28,神崎郡市川町,カンザキグンイチカワチョウ,KANZAKI GUN ICHIKAWA CHO
28443,28,神崎郡福崎町,カンザキグンフクサキチョウ,KANZAKI GUN FUKUSAKI CHO
28446,28,神崎郡神河町,カンザキグンカミカワチョウ,KANZAKI GUN KAMIKAWA CHO
28464,28,揖保郡太子町,イボグンタイシチョウ,IBO GUN TAISHI CHO
28481,28,赤穂郡上郡町,アコウグンカミゴオリチョウ,AKO GUN KAMIGORI CHO
28501,28,佐用郡佐用町,サヨウグンサヨウチョウ,SAYO GUN SAYO CHO
28585,28,美方郡香美町,ミカタグンカミチョウ,MIKATA GUN KAMI CHO
28586,28,美方郡新温泉町,ミカタグンシンオンセンチョウ,MIKATA GUN SHINONSEN CHO
